DATE,LOCATION,$LOSS,$RECOVERED,OFFICER,THEFT_TYPE
"01-19-2010","5600 BLOCK CORNHUSKER HWY",130,0,"1539 KOSO","LARC-SHOPLIFT"
"01-19-2010","3200 BLOCK W O ST",36,0,"1643 HITE","LARC-SELF SERVE GAS"
"01-19-2010","1500 BLOCK HILLTOP RD",400,0,"1425 PICKERING","LARC-FROM BUILDING"
"01-19-2010","1100 BLOCK CHARLESTON ST",50,0,"1587 FENCL","LARC-FROM MOTOR VEH"
"01-19-2010","500 BLOCK N 48TH ST",95,0,"1539 KOSO","LARC-FROM BUILDING"
"01-20-2010","1900 BLOCK SW 27TH ST",113,0,"566 WITTWER","LARC-FROM MOTOR VEH"
"01-20-2010","11TH/NELSON",265,0,"885 FLOOD","LARC-FROM MOTOR VEH"
"01-20-2010","2800 BLOCK N 4TH ST",10,0,"950 PACHUNKA","LARC-FROM MOTOR VEH"
"01-20-2010","3000 BLOCK SOUTH ST",250,0,"716 DOMEIER","LARC-FROM MOTOR VEH"
"01-20-2010","5600 BLOCK NW 1ST ST",160,0,"643 FLUITT","LARC-FROM MOTOR VEH"
"01-20-2010","300 BLOCK SW 25TH ST",1550,0,"643 FLUITT","LARC-OTHER"
"01-20-2010","4200 BLOCK W ST",450,0,"1275 LEEDOM","LARC-FROM BUILDING"
"01-20-2010","000000",20,20,"317 BRATT","LARC-VEH.ACCESS."
"01-20-2010","2600 BLOCK N 63RD ST",100,100,"1336 HILL","LARC-FROM BUILDING"
"01-20-2010","900 BLOCK ADAMS ST",0,0,"799 SCOTT","LARC-FROM MOTOR VEH"
"01-20-2010","3700 BLOCK FAULKNER DR",25,0,"1205 HERRERA","LARC-VEH.ACCESS."
"01-20-2010","N 61/HAVELOCK; N 62/BALLARD",500,500,"1294 CLELAND","AUTO THEFT"
"01-20-2010","900 BLOCK S 27TH ST",3,0,"921 HOLM","LARC-SHOPLIFT"
"01-20-2010","300 BLOCK W CHARLESTON ST",74,0,"745 CUE","LARC-OTHER"
"01-20-2010","1200 BLOCK S COTNER BLVD",38,38,"1604 WIGGINS","LARC-SHOPLIFT"
"01-20-2010","5100 BLOCK O ST",217,58,"1586 MARTIN","LARC-SHOPLIFT"
"01-20-2010","200 BLOCK S 2ND ST",13,0,"3360 WATKINS","LARC-FROM BUILDING"
"01-20-2010","2000 BLOCK J ST",242,0,"1589 LOPEZ","LARC-FROM BUILDING"
"01-20-2010","5300 BLOCK HUNTINGTON AVE",603,500,"1517 WUNDERLICH","AUTO THEFT"
"01-20-2010","3300 BLOCK O ST",1,1,"1614 CARMICHAEL","LARC-SHOPLIFT"
"01-20-2010","300 BLOCK S 18TH ST",4,4,"1514 DAY","LARC-FROM MOTOR VEH"
"01-21-2010","1300 BLOCK S 70TH ST",423,0,"762 GROVES","LARC-FROM MOTOR VEH"
"01-21-2010","3200 BLOCK S 48TH ST",100,0,"1403 AMEN","LARC-FROM BUILDING"
"01-21-2010","4500 BLOCK W WHISPERWOOD ST",400,400,"950 PACHUNKA","LARC-FROM BUILDING"
"01-21-2010","5800 BLOCK SEWARD AVE",80,0,"3370 KINNEY","LARC-OTHER"
"01-21-2010","600 BLOCK W PROSPECTOR CT",25,25,"799 SCOTT","LARC-VEH.ACCESS."
"01-21-2010","2400 BLOCK N 70TH ST",400,0,"551 BURMEISTER","LARC-OTHER"
"01-21-2010","",45,0,"783 HINTON","LARC-FROM MOTOR VEH"
"01-21-2010","2100 BLOCK D ST",525,0,"317 BRATT","LARC-FROM MOTOR VEH"
"01-21-2010","5700 BLOCK BIG HORN DR",600,600,"1222 WHERRY","LARC-FROM BUILDING"
"01-21-2010","2400 BLOCK RANDOLPH ST",775,0,"547 SAITTA","LARC-OTHER"
"01-21-2010","800 BLOCK S 8TH ST",4,4,"1369 WEBER","LARC-FROM BUILDING"
"01-21-2010","8800 BLOCK O ST",370,0,"1285 MOORE","LARC-FROM BUILDING"
"01-21-2010","200 BLOCK N 48TH ST",9,9,"1539 KOSO","LARC-SHOPLIFT"
"01-21-2010","4200 BLOCK ST PAUL AVE",45,0,"1618 FIELDS","LARC-FROM BUILDING"
"01-21-2010","6600 BLOCK SHADOW PINES PL",150,0,"1530 PETERSEN","LARC-FROM BUILDING"
"01-21-2010","2200 BLOCK J ST",1499,534,"1594 JACOBS","LARC-FROM MOTOR VEH"
"01-21-2010","400 BLOCK DRIFTWOOD DR",1,0,"1401 WITZEL","LARC-OTHER"
"01-21-2010","3500 BLOCK A ST",180,0,"1634 PULEC","LARC-FROM BUILDING"
"01-22-2010","1400 BLOCK G ST",10,0,"1584 FISHER","LARC-FROM BUILDING"
"01-22-2010","1300 BLOCK S 25TH ST",90,0,"1471 QUANDT","LARC-FROM MOTOR VEH"
"01-22-2010","300 BLOCK N 36TH ST",525,0,"872 CLARKE","LARC-FROM MOTOR VEH"
"01-22-2010","7000 BLOCK S 14TH ST",250,0,"925 BLOWERS","LARC-FROM BUILDING"
"01-22-2010","4700 BLOCK BALDWIN AVE",60,0,"1259 FAZ","LARC-VEH.ACCESS."
"01-22-2010","2700 BLOCK E ST",205,0,"1442 PAVELKA","LARC-FROM MOTOR VEH"
"01-22-2010","1800 BLOCK O ST",18,18,"1361 AKSAMIT","LARC-SHOPLIFT"
"01-22-2010","1600 BLOCK S 22ND ST",370,0,"743 LINGELBACH","LARC-FROM MOTOR VEH"
"01-22-2010","2200 BLOCK J ST",25,0,"1189 STUMBO","LARC-FROM BUILDING"
"01-22-2010","1000 BLOCK S 13TH ST",8,8,"1563 RENNERFELDT","LARC-SELF SERVE GAS"
"01-22-2010","2600 BLOCK CORNHUSKER HWY",1,1,"963 MANGELS","LARC-SHOPLIFT"
"01-22-2010","2400 BLOCK N MAIN ST",30,5,"1530 PETERSEN","LARC-FROM BUILDING"
"01-22-2010","1700 BLOCK WASHINGTON ST",10,10,"1573 VOLLMER","LARC-SHOPLIFT"
"01-22-2010","1400 BLOCK O ST",135,0,"1577 PARKER","LARC-FROM BUILDING"
"01-22-2010","200 BLOCK N 48TH ST",6,6,"1294 CLELAND","LARC-SHOPLIFT"
"01-22-2010","8100 BLOCK MACKENZIE RD",1880,0,"1642 WILKINSON","LARC-FROM BUILDING"
"01-22-2010","2800 BLOCK S 70TH ST",17,0,"1530 PETERSEN","LARC-SHOPLIFT"
"01-23-2010","1400 BLOCK O ST",11,0,"1568 MESSERSMITH","LARC-FROM BUILDING"
"01-23-2010","1800 BLOCK S 11TH ST",374,0,"244 CLELAND","LARC-FROM BUILDING"
"01-23-2010","",15,0,"597 BURDA","LARC-VEH.ACCESS."
"01-23-2010","5000 BLOCK N 27TH ST",60,0,"927 ROBERTS","LARC-FROM BUILDING"
"01-23-2010","3300 BLOCK P ST",315,0,"872 CLARKE","LARC-VEH.ACCESS."
"01-23-2010","2900 BLOCK PINE LAKE RD",90,90,"1403 AMEN","LARC-SHOPLIFT"
"01-23-2010","44TH/CALVERT",15,15,"1533 ELLEY","LARC-VEH.ACCESS."
"01-23-2010","1700 BLOCK WASHINGTON ST",9,9,"941 PRATT","LARC-SHOPLIFT"
"01-23-2010","8700 BLOCK S 28TH ST",70,70,"1443 NORTON","LARC-SHOPLIFT"
"01-23-2010","400 BLOCK N 84TH ST",140,0,"1285 MOORE","LARC-SHOPLIFT"
"01-23-2010","3400 BLOCK N 27TH ST",26,26,"927 ROBERTS","LARC-SHOPLIFT"
"01-23-2010","2200 BLOCK S 27TH ST",314,0,"1645 HAUSER","LARC-FROM BUILDING"
"01-23-2010","5400 BLOCK SOUTH ST",524,0,"1640 FISHER","LARC-FROM MOTOR VEH"
"01-23-2010","2600 BLOCK CORNHUSKER ST",250,0,"1618 FIELDS","LARC-FROM MOTOR VEH"
"01-23-2010","6400 BLOCK S 49TH ST",120,0,"3361 KOERNER","LARC-OTHER"
"01-23-2010","6100 BLOCK O ST",9,9,"1640 FISHER","LARC-SHOPLIFT"
"01-23-2010","6800 BLOCK S 27TH ST",5,5,"1597 BANKS","LARC-SHOPLIFT"
"01-23-2010","2000 BLOCK S 18TH ST",200,0,"1644 DUNCAN","LARC-FROM BUILDING"
"01-23-2010","5600 BLOCK HOLDREGE ST",42,0,"1642 WILKINSON","LARC-SHOPLIFT"
"01-23-2010","2300 BLOCK N 1ST ST",28,0,"1643 HITE","LARC-SHOPLIFT"
"01-24-2010","5500 BLOCK S 48TH ST",49,0,"1508 NICHOLS","LARC-FROM BUILDING"
"01-24-2010","1000 BLOCK W WASHINGTON ST",360,0,"1482 WESCH","LARC-FROM BUILDING"
"01-24-2010","400 BLOCK B ST",2100,2100,"1504 HOWE","AUTO THEFT"
"01-24-2010","2100 BLOCK SOUTH ST",396,0,"1597 BANKS","LARC-VEH.ACCESS."
"01-24-2010","2100 BLOCK SOUTH ST",0,0,"1597 BANKS","LARC-FROM MOTOR VEH"
"01-24-2010","2200 BLOCK A ST",572,0,"1587 FENCL","LARC-FROM MOTOR VEH"
"01-24-2010","3800 BLOCK N 63RD ST",185,0,"1348 FOSLER","LARC-OTHER"
"01-24-2010","3800 BLOCK N 63RD ST",10,0,"1348 FOSLER","LARC-OTHER"
"01-24-2010","5000 BLOCK VINE ST",55,0,"1275 LEEDOM","LARC-FROM MOTOR VEH"
"01-24-2010","2600 BLOCK N 79TH ST",502,0,"1259 FAZ","LARC-VEH.ACCESS."
"01-24-2010","5000 BLOCK VINE ST",200,0,"1275 LEEDOM","LARC-VEH.ACCESS."
"01-24-2010","1800 BLOCK S 23RD ST",180,0,"244 CLELAND","LARC-FROM MOTOR VEH"
"01-24-2010","6100 BLOCK O ST",85,85,"1291 WIESE","LARC-SHOPLIFT"
"01-24-2010","1900 BLOCK RYONS ST",50,0,"965 FITCH","LARC-VEH.ACCESS."
"01-24-2010","3500 BLOCK SEWELL ST",43,0,"1443 NORTON","LARC-FROM MOTOR VEH"
"01-24-2010","5200 BLOCK SUPERIOR ST",504,0,"1638 LIND","LARC-FROM MOTOR VEH"
"01-24-2010","8700 BLOCK S 28TH ST",90,90,"1645 HAUSER","LARC-SHOPLIFT"
"01-24-2010","2800 BLOCK JAMESON",0,0,"1530 PETERSEN","LARC-FROM MOTOR VEH"
"01-24-2010","2800 BLOCK JAMESON",0,0,"1530 PETERSEN","LARC-FROM MOTOR VEH"
"01-24-2010","5000 BLOCK R ST",115,0,"1285 MOORE","LARC-VEH.ACCESS."
"01-24-2010","400 BLOCK LAKEWOOD DR",150,150,"3313 OAKLEY","LARC-OTHER"
"01-24-2010","5200 BLOCK SUPERIOR ST",20,20,"1638 LIND","LARC-VEH.ACCESS."
"01-24-2010","5200 BLOCK SUPERIOR ST",0,0,"1638 LIND","LARC-FROM MOTOR VEH"
"01-24-2010","200 BLOCK N 17TH ST",6,6,"1481 TUCKER","LARC-SHOPLIFT"
"01-24-2010","7800 BLOCK LILLIBRIDGE ST",100,0,"1401 WITZEL","LARC-FROM MOTOR VEH"
"01-24-2010","4600 BLOCK EAGLE RIDGE RD",11,10,"1536 WINTERBAUER","LARC-FROM MOTOR VEH"
"01-24-2010","2900 BLOCK PINE LAKE RD",73,73,"1644 DUNCAN","LARC-SHOPLIFT"
"01-24-2010","",15,0,"3313 OAKLEY","LARC-VEH.ACCESS."
"01-24-2010","2900 BLOCK PINE LAKE RD",38,38,"1644 DUNCAN","LARC-SHOPLIFT"
"01-24-2010","2900 BLOCK PINE LAKE RD",99,99,"1644 DUNCAN","LARC-SHOPLIFT"
"01-24-2010","100 BLOCK S 66TH ST",99,99,"1614 CARMICHAEL","LARC-SHOPLIFT"
"01-24-2010","4700 BLOCK N 27TH ST",80,0,"1649 WOODS","LARC-SHOPLIFT"
"01-25-2010","1700 BLOCK N 25TH ST",6,0,"1611 HOWARD","LARC-FROM BUILDING"
"01-25-2010","2700 BLOCK W ST",47,0,"1620 EIRICH","LARC-SELF SERVE GAS"
"01-25-2010","1100 BLOCK NELSON ST",450,0,"764 SCHAAF","LARC-FROM MOTOR VEH"
"01-25-2010","5000 BLOCK R ST",165,0,"1291 WIESE","LARC-VEH.ACCESS."
"01-25-2010","1000 BLOCK SUPERIOR ST",400,0,"927 ROBERTS","LARC-FROM MOTOR VEH"
"01-25-2010","3100 BLOCK NORTH HILL RD",150,0,"763 HOEFER","LARC-VEH.ACCESS."
"01-25-2010","3100 BLOCK NORTH HILL RD",100,0,"764 SCHAAF","LARC-VEH.ACCESS."
"01-25-2010","3100 BLOCK NORTH HILL RD",50,0,"764 SCHAAF","LARC-VEH.ACCESS."
"01-25-2010","7800 BLOCK N 56TH ST",291,291,"317 BRATT","LARC-FROM BUILDING"
"01-25-2010","1900 BLOCK S 33RD ST",0,0,"1399 DOMANSKI","LARC-FROM MOTOR VEH"
"01-25-2010","1900 BLOCK S 33RD ST",0,0,"1399 DOMANSKI","LARC-FROM MOTOR VEH"
"01-25-2010","5300 BLOCK ELK RIDGE RD",286,30,"1118 YINDRICK JR.","LARC-VEH.ACCESS."
"01-25-2010","4100 BLOCK N 44TH ST",920,0,"1348 FOSLER","LARC-FROM BUILDING"
"01-25-2010","4700 BLOCK N 27TH ST",328,0,"563 MYERS","LARC-SHOPLIFT"
"01-25-2010","1900 BLOCK E ST",50,0,"317 BRATT","LARC-VEH.ACCESS."
"01-25-2010","2900 BLOCK S 37TH ST",275,250,"935 WARD","LARC-FROM BUILDING"
"01-25-2010","2400 BLOCK N 12TH ST",0,0,"927 ROBERTS","LARC-VEH.ACCESS."
"01-25-2010","4700 BLOCK S 45TH ST",90,90,"1420 JACKSON","LARC-FROM BUILDING"
"01-25-2010","4500 BLOCK N 56TH ST",50,50,"1638 LIND","LARC-OTHER"
"01-25-2010","2100 BLOCK N 64TH ST",16,16,"1436 HARMON","LARC-VEH.ACCESS."
"01-25-2010","1700 BLOCK S 23RD ST",130,0,"1648 LUCE","LARC-FROM MOTOR VEH"
"01-25-2010","600 BLOCK W A ST",42,42,"1648 LUCE","LARC-SELF SERVE GAS"
"01-25-2010","6800 BLOCK WILDCAT DR",7,7,"1253 BRENNER","LARC-SHOPLIFT"
"01-25-2010","FRIENDSHIP HOME W @",16,0,"1556 GRELL","LARC-FROM BUILDING"
"01-25-2010","2700 BLOCK PEAR ST",200,0,"1583 DIMAS","LARC-FROM BUILDING"
"01-25-2010","5500 BLOCK SUPERIOR ST",2,0,"1618 FIELDS","LARC-SHOPLIFT"
"01-25-2010","100 BLOCK Q ST",10,0,"1487 DALE","LARC-OTHER"
"01-26-2010","1200 BLOCK D ST",27,25,"1556 GRELL","LARC-FROM BUILDING"
"01-26-2010","2900 BLOCK N 58TH ST",0,0,"1348 FOSLER","LARC-FROM MOTOR VEH"
"01-26-2010","2400 BLOCK B ST",80,0,"877 HURLEY","LARC-VEH.ACCESS."
"01-26-2010","600 BLOCK LAKEWOOD DR",60,0,"1443 NORTON","LARC-OTHER"
"01-26-2010","",15,0,"551 BURMEISTER","LARC-VEH.ACCESS."
"01-26-2010","7000 BLOCK S 14TH ST",150,0,"925 BLOWERS","LARC-FROM BUILDING"
"01-26-2010","",8,8,"1280 DELANEY","LARC-VEH.ACCESS."
"01-26-2010","3500 BLOCK N 48TH ST",16,0,"317 BRATT","LARC-SHOPLIFT"
"01-26-2010","1400 BLOCK S 17TH ST",15,15,"877 HURLEY","LARC-SELF SERVE GAS"
"01-26-2010","4300 BLOCK S 61ST ST",35,25,"597 BURDA","LARC-OTHER"
"01-26-2010","2911 NW 48TH ST ; AIRPARK CARW",0,0,"1650 JENNINGS","LARC-COIN OP MACH"
"01-26-2010","6100 BLOCK O ST",76,76,"1616 COOPER","LARC-SHOPLIFT"
"01-26-2010","4600 BLOCK VINE ST",64,64,"1586 MARTIN","LARC-SHOPLIFT"
"01-26-2010","7000 BLOCK VINE ST",40,0,"1642 WILKINSON","LARC-SELF SERVE GAS"
"01-26-2010","5100 BLOCK DUDLEY ST",1,0,"1539 KOSO","LARC-FROM BUILDING"
"01-26-2010","5100 BLOCK DUDLEY ST",500,500,"1539 KOSO","AUTO THEFT"
"01-26-2010","5800 BLOCK RUSSELL DR",100,0,"1609 LOGEMANN","LARC-OTHER"
"01-26-2010","100 BLOCK S 66TH ST",13,13,"1401 WITZEL","LARC-SHOPLIFT"
"01-26-2010","5400 BLOCK JUDSON ST",1930,0,"1290 WITZEL","LARC-FROM BUILDING"
"01-26-2010","1600 BLOCK S 48TH ST",96,0,"1539 KOSO","LARC-FROM MOTOR VEH"
"01-27-2010","6000 BLOCK N 60TH ST",1115,0,"1598 ERNST","LARC-FROM BUILDING"
"01-27-2010","3900 BLOCK A ST",22,0,"1529 LOOS","LARC-SHOPLIFT"
"01-27-2010","6000 BLOCK N 60TH ST",700,0,"1598 ERNST","LARC-FROM BUILDING"
"01-27-2010","1100 BLOCK F ST",1185,1185,"720 MCANDREW","AUTO THEFT"
"01-27-2010","300 BLOCK W O ST",44,44,"950 PACHUNKA","LARC-SELF SERVE GAS"
"01-27-2010","400 BLOCK S 42ND ST",113,0,"1222 WHERRY","LARC-FROM MOTOR VEH"
"01-27-2010","500 BLOCK W P ST",900,0,"643 FLUITT","LARC-VEH.ACCESS."
"01-27-2010","6100 BLOCK O ST",66,0,"767 KNOPIK","LARC-SHOPLIFT"
"01-27-2010","2200 BLOCK J ST",150,0,"1189 STUMBO","LARC-FROM BUILDING"
"01-27-2010","2200 BLOCK J ST",180,0,"1189 STUMBO","LARC-FROM BUILDING"
"01-27-2010","3100 BLOCK NORTH HILL RD",8000,8000,"885 FLOOD","AUTO THEFT"
"01-27-2010","2100 BLOCK O ST",2200,2200,"872 CLARKE","LARC-OTHER"
"01-27-2010","3300 BLOCK L ST",800,0,"1513 WOLBERT","LARC-FROM BUILDING"
"01-27-2010","6100 BLOCK O ST",2560,265,"299 ARNOLD","LARC-FROM BUILDING"
"01-27-2010","4200 BLOCK S 27TH ST",60,0,"1513 WOLBERT","LARC-SHOPLIFT"
"01-27-2010","2900 BLOCK S 37TH ST",475,0,"935 WARD","LARC-FROM BUILDING"
"01-27-2010","7000 BLOCK S 14TH ST",125,0,"925 BLOWERS","LARC-FROM BUILDING"
"01-27-2010","2900 BLOCK PINE LAKE RD",30,30,"1644 DUNCAN","LARC-SHOPLIFT"
"01-27-2010","2200 BLOCK E ST",200,0,"956 EHRHORN","LARC-OTHER"
"01-27-2010","2600 BLOCK S 48TH ST",34,34,"1604 WIGGINS","LARC-SHOPLIFT"
"01-27-2010","6300 BLOCK MADISON AVE",50,0,"1586 MARTIN","LARC-OTHER"
"01-27-2010","300 BLOCK W O ST",26,0,"1578 MIKA","LARC-SELF SERVE GAS"
"01-28-2010","2700 BLOCK N 48TH ST",30,0,"1250 VOSS","LARC-FROM BUILDING"
"01-28-2010","2100 BLOCK S 15TH ST",312,100,"579 MARTIN","LARC-FROM MOTOR VEH"
"01-28-2010","3500 BLOCK N 40TH ST",1500,1500,"783 HINTON","AUTO THEFT"
"01-28-2010","7000 BLOCK S 14TH ST",75,0,"925 BLOWERS","LARC-FROM BUILDING"
"01-28-2010","2100 BLOCK S 56TH ST",0,0,"716 DOMEIER","LARC-FROM BUILDING"
"01-28-2010","2800 BLOCK N 83RD ST",10000,0,"238 WETZEL","AUTO THEFT"
"01-28-2010","1800 BLOCK YOLANDE ST",3600,0,"799 SCOTT","LARC-VEH.ACCESS."
"01-28-2010","4400 BLOCK N 7TH ST",1030,330,"783 HINTON","LARC-FROM BUILDING"
"01-28-2010","2900 BLOCK N 49TH ST",8,0,"1399 DOMANSKI","LARC-VEH.ACCESS."
"01-28-2010","1800 BLOCK YOLDANDE ST",0,0,"799 SCOTT","LARC-FROM MOTOR VEH"
"01-28-2010","1500 BLOCK WHITTIER ST",1,1,"1437 SPILKER","LARC-FROM BUILDING"
"01-28-2010","6200 BLOCK INVERNESS RD",50,50,"1365 WINKLER","LARC-FROM BUILDING"
"01-28-2010","4700 BLOCK N 27TH ST",27,0,"3360 WATKINS","LARC-FROM BUILDING"
"01-28-2010","1100 BLOCK S 48TH ST",80,0,"1401 WITZEL","LARC-FROM BUILDING"
"01-28-2010","200 BLOCK A ST",90,0,"1393 WOLF","LARC-FROM BUILDING"
"01-28-2010","2600 BLOCK CORNHUSKER HWY",5,5,"1543 NISSEN","LARC-SHOPLIFT"
"01-28-2010","6100 BLOCK O ST",19,19,"1294 CLELAND","LARC-SHOPLIFT"
"01-28-2010","3200 BLOCK S 14TH ST",30,0,"1365 WINKLER","LARC-FROM BUILDING"
"01-28-2010","600 BLOCK ELDORA LN",231,0,"1613 DOLBERG","LARC-FROM BUILDING"
"01-29-2010","1200 BLOCK N ST",62,0,"1404 WILHELM","LARC-FROM MOTOR VEH"
"01-29-2010","7200 BLOCK PIONEERS BLVD",125,0,"1222 WHERRY","LARC-VEH.ACCESS."
"01-29-2010","500 BLOCK LARAMIE TRL",30,0,"3370 KINNEY","LARC-OTHER"
"01-29-2010","4600 BLOCK VINE ST",50,50,"1224 BAUER","LARC-SHOPLIFT"
"01-29-2010","7000 BLOCK S 14TH ST",345,160,"925 BLOWERS","LARC-FROM BUILDING"
"01-29-2010","2700 BLOCK S 22ND ST",100,0,"1369 WEBER","LARC-FROM BUILDING"
"01-29-2010","4800 BLOCK BENTON ST",299,0,"1442 PAVELKA","LARC-FROM BUILDING"
"01-29-2010","4600 BLOCK VINE ST",32,0,"1291 WIESE","LARC-SHOPLIFT"
"01-29-2010","5500 BLOCK S 56TH ST",2000,2000,"597 BURDA","LARC-OTHER"
"01-29-2010","",9800,0,"1403 AMEN","LARC-VEH.ACCESS."
"01-29-2010","900 BLOCK OAK ST",1,0,"783 HINTON","LARC-FROM BUILDING"
"01-29-2010","2600 BLOCK N 63RD ST",27,0,"1336 HILL","LARC-FROM BUILDING"
"01-29-2010","7000 BLOCK S 14TH ST",220,0,"925 BLOWERS","LARC-FROM BUILDING"
"01-29-2010","1000 BLOCK S 70TH ST",220,0,"805 PUCKET","LARC-FROM BUILDING"
"01-29-2010","1000 BLOCK S 70TH ST",9,0,"805 PUCKET","LARC-FROM BUILDING"
"01-29-2010","6000 BLOCK N 60TH ST",62,0,"1637 JOCHUM","LARC-FROM BUILDING"
"01-29-2010","2100 BLOCK S 17TH ST",14,14,"767 KNOPIK","LARC-SHOPLIFT"
"01-29-2010","2900 BLOCK N 70TH ST",25,0,"1638 LIND","LARC-SELF SERVE GAS"
"01-29-2010","1400 BLOCK S 20TH ST",100,0,"743 LINGELBACH","LARC-VEH.ACCESS."
"01-29-2010","1500 BLOCK N 29TH ST",54,0,"1625 KOPSA","LARC-FROM BUILDING"
"01-29-2010","6600 BLOCK N 27TH ST",1500,1500,"1270 MORROW","LARC-OTHER"
"01-29-2010","4600 BLOCK VINE ST",41,41,"1616 COOPER","LARC-SHOPLIFT"
"01-29-2010","3000 BLOCK CABLE AVE",5,5,"1572 SCHMIDT","LARC-OTHER"
"01-29-2010","8400 BLOCK 6 HWY",5,5,"1517 WUNDERLICH","LARC-SELF SERVE GAS"
"01-29-2010","2900 BLOCK PINE LAKE RD",119,0,"1485 NOORDHOEK","LARC-SHOPLIFT"
"01-29-2010","200 BLOCK S 27TH ST",406,0,"1591 BEASLEY","LARC-VEH.ACCESS."
"01-29-2010","4700 BLOCK N 27TH ST",23,23,"1594 JACOBS","LARC-SHOPLIFT"
"01-29-2010","6800 BLOCK N 27TH ST",25,0,"1599 GENOWAYS","LARC-FROM BUILDING"
"01-29-2010","10TH/J",1718,0,"1636 GRATZ","LARC-FROM MOTOR VEH"
"01-30-2010","3000 BLOCK OVERLAND TRL",120,0,"1624 ATKINSON","LARC-FROM MOTOR VEH"
"01-30-2010","1600 BLOCK SMITH ST",74,0,"1606 HOSE","LARC-FROM MOTOR VEH"
"01-30-2010","2700 BLOCK SOUTH ST",16,0,"1633 HALLOWELL","LARC-SHOPLIFT"
"01-30-2010","2800 BLOCK GARFIELD ST",0,0,"1619 PULEC","LARC-FROM MOTOR VEH"
"01-30-2010","2700 BLOCK GARFIELD ST",6,6,"1444 MOODY","LARC-VEH.ACCESS."
"01-30-2010","2500 BLOCK GARFIELD ST",0,0,"1529 LOOS","LARC-FROM MOTOR VEH"
"01-30-2010","1500 BLOCK S 27TH ST",15,15,"1529 LOOS","LARC-VEH.ACCESS."
"01-30-2010","1500 BLOCK S 28TH AVE",0,0,"1529 LOOS","LARC-FROM MOTOR VEH"
"01-30-2010","1500 BLOCK S 28TH AVE",0,0,"1529 LOOS","LARC-FROM MOTOR VEH"
"01-30-2010","4400 BLOCK O ST",18,0,"1549 WAMBOLD","LARC-SHOPLIFT"
"01-30-2010","2800 BLOCK GARFIELD ST",5,5,"1529 LOOS","LARC-FROM MOTOR VEH"
"01-30-2010","1400 BLOCK HARRISON ST",0,0,"1529 LOOS","LARC-FROM MOTOR VEH"
"01-30-2010","1400 BLOCK HARRISON ST",125,125,"1529 LOOS","LARC-VEH.ACCESS."
"01-30-2010","1200 BLOCK HARRISON AVE AV",0,0,"1619 PULEC","LARC-FROM MOTOR VEH"
"01-30-2010","12TH/HARRISON",0,0,"1619 PULEC","LARC-VEH.ACCESS."
"01-30-2010","8600 BLOCK LEXINGTON AVE",282,1,"1291 WIESE","LARC-FROM BUILDING"
"01-30-2010","1100 BLOCK LAKE ST",0,0,"1529 LOOS","LARC-FROM MOTOR VEH"
"01-30-2010","2300 BLOCK S 11TH ST",100,100,"1529 LOOS","LARC-VEH.ACCESS."
"01-30-2010","1200 BLOCK SARATOGA AVE",130,130,"1248 VERNON","LARC-VEH.ACCESS."
"01-30-2010","1200 BLOCK SARATOGA AV",0,0,"1529 LOOS","LARC-FROM MOTOR VEH"
"01-30-2010","2000 BLOCK S 16TH ST",0,0,"1619 PULEC","LARC-FROM MOTOR VEH"
"01-30-2010","1600 BLOCK PROSPECT ST",0,0,"1248 VERNON","LARC-FROM MOTOR VEH"
"01-30-2010","1800 BLOCK PROSPECT ST",0,0,"1619 PULEC","LARC-FROM MOTOR VEH"
"01-30-2010","1900 BLOCK PROSPECT ST",0,0,"1619 PULEC","LARC-FROM MOTOR VEH"
"01-30-2010","8600 BLOCK LEXINGTON AVE",302,300,"1291 WIESE","LARC-FROM BUILDING"
"01-30-2010","4100 BLOCK N 84TH ST",175,0,"1348 FOSLER","LARC-FROM BUILDING"
"01-30-2010","2300 BLOCK C ST",3000,3000,"1393 WOLF","AUTO THEFT"
"01-30-2010","9000 BLOCK S 29TH ST",930,930,"1563 RENNERFELDT","LARC-FROM BUILDING"
"01-30-2010","3400 BLOCK N 27TH ST",30,3,"1273 MAXWELL","LARC-SHOPLIFT"
"01-30-2010","2900 BLOCK NW 6TH ST",10,0,"1270 MORROW","LARC-VEH.ACCESS."
"01-30-2010","2700 BLOCK CANDLEWOOD LN",0,0,"1559 ORTIZ","LARC-FROM MOTOR VEH"
"01-31-2010","200 BLOCK W DAWES ST",190,0,"826 SMITH","LARC-FROM BUILDING"
"01-31-2010","4400 BLOCK S 33RD CT",19,0,"1634 PULEC","LARC-SHOPLIFT"
"01-31-2010","1600 BLOCK W GARFIELD ST",70,0,"941 PRATT","LARC-FROM BUILDING"
"01-31-2010","7100 BLOCK ADAMS ST",80,0,"317 BRATT","LARC-VEH.ACCESS."
"01-31-2010","",15,0,"1533 ELLEY","LARC-VEH.ACCESS."
"01-31-2010","2800 BLOCK O ST",15,0,"1118 YINDRICK JR.","LARC-SELF SERVE GAS"
"01-31-2010","5200 BLOCK CORNHUSKER HWY",278,0,"1348 FOSLER","LARC-FROM BUILDING"
"01-31-2010","200 BLOCK S 28TH ST",375,0,"1118 YINDRICK JR.","LARC-VEH.ACCESS."
"01-31-2010","100 BLOCK S 66TH ST",64,64,"1572 SCHMIDT","LARC-SHOPLIFT"
"01-31-2010","5200 BLOCK CORNHUSKER HWY",73,0,"1348 FOSLER","LARC-FROM BUILDING"
